Rank,Name,Team,Pos,AVG,ESPN,CBS,Yahoo,Underdog,Fantrax,ESPN AAV,Status,Injury,Year
1010,Isaac Okoro,CLE,F,165.6,140.41,-,-,190.8,-,0.06,,,21
1010,Paul Millsap,FA,F,165.6,139.51,-,-,191.7,-,0.07,,,21
1014,Elfrid Payton,FA,G,165.7,140.07,-,-,191.4,-,0.07,,,21
1014,Justise Winslow,FA,F,165.7,140.27,-,-,191.1,-,0.05,,,21
1014,Davis Bertans,OKC,F,165.7,139.75,-,-,191.6,-,0.07,,,21
1014,Andre Iguodala,FA,F,165.7,139.68,-,-,191.8,-,0.03,,,21
1014,Deni Avdija,WAS,F,165.7,139.79,-,-,191.6,-,0.03,,,21
1019,Derrick Favors,FA,C,165.8,139.96,-,-,191.7,-,0.07,,,21
1019,Facundo Campazzo,FA,G,165.8,139.93,-,-,191.6,-,0.01,,,21
1019,Aaron Nesmith,IND,F,165.8,139.85,-,-,191.8,-,-1.0,,,21
1019,Max Strus,CLE,F,165.8,139.89,-,-,191.7,-,-1.0,,,21
1019,R.J. Hampton,FA,G,165.8,140,-,-,191.6,-,-1.0,,,21
1019,Moses Brown,POR,C,165.8,139.7,-,-,191.8,-,0.05,,,21
1019,Cedi Osman,SAS,F,165.8,139.78,-,-,191.9,-,0.07,,,21
1019,Rajon Rondo,FA,G,165.8,140.02,-,-,191.5,-,0.02,,,21
1019,Reggie Bullock,SAS,F,165.8,140.09,-,-,191.5,-,0.02,,,21
1019,Payton Pritchard,BOS,G,165.8,139.83,-,-,191.8,-,-1.0,,,21
1019,Shake Milton,MIN,G,165.8,139.66,-,-,191.9,-,0.06,,,21
1019,DeAndre' Bembry,FA,F,165.8,139.6,-,-,192,-,-1.0,,,21
1019,Alize Johnson,FA,F,165.8,139.69,-,-,192,-,-1.0,,,21
1019,Marc Gasol,FA,C,165.8,139.71,-,-,191.9,-,0.06,,,21
1019,Dzanan Musa,FA,F,165.8,140,-,-,191.6,-,-1.0,,,21
1034,Cheick Diallo,FA,F,165.9,140,-,-,191.8,-,-1.0,,,21
1034,Juan Toscano-Anderson,FA,F,165.9,139.97,-,-,191.9,-,-1.0,,,21
1034,Jaxson Hayes,LAL,C,165.9,139.95,-,-,191.8,-,-1.0,,,21
1034,Tyler Zeller,FA,C,165.9,140,-,-,191.8,-,-1.0,,,21
1034,Dwight Powell,DAL,C,165.9,139.93,-,-,191.9,-,-1.0,,,21
1034,Wilson Chandler,FA,F,165.9,140,-,-,191.7,-,-1.0,,,21
1034,Zach Collins,SAS,C,165.9,140,-,-,191.7,-,-1.0,,,21
1034,Danuel House,PHI,F,165.9,139.92,-,-,191.9,-,0.06,,,21
1034,Landry Shamet,WAS,G,165.9,139.87,-,-,191.9,-,-1.0,,,21
1034,Kira Lewis,NOP,G,165.9,139.91,-,-,191.9,-,-1.0,,,21
1034,Yuta Watanabe,PHO,F,165.9,139.76,-,-,192,-,-1.0,,,21
1034,Denzel Valentine,FA,G,165.9,140.27,-,-,191.6,-,0.03,,,21
1034,Al-Farouq Aminu,FA,F,165.9,140.29,-,-,191.6,-,0.02,,,21
1034,Josh Okogie,PHO,F,165.9,139.87,-,-,192,-,-1.0,,,21
1034,Gary Harris,ORL,G,165.9,140.32,-,-,191.5,-,0.03,,,21
1034,Pat Connaughton,MIL,G,165.9,140.2,-,-,191.6,-,0.02,,,21
1034,Troy Brown,MIN,F,165.9,139.88,-,-,192,-,-1.0,,,21
1034,Talen Horton-Tucker,UTA,F,165.9,140.04,-,-,191.8,-,-1.0,,,21
1034,Anderson Varejao,FA,C,165.9,139.88,-,-,191.9,-,-1.0,,,21
1053,Luke Kennard,MEM,G,166.0,140.34,-,-,191.6,-,0.03,,,21
1053,Taurean Prince,LAL,F,166.0,140.31,-,-,191.6,-,0.06,,,21
1053,Drew Eubanks,PHO,C,166.0,140,-,-,192,-,-1.0,,,21
1053,Josh Gray,FA,G,166.0,140,-,-,191.9,-,-1.0,,,21
1053,Kent Bazemore,FA,F,166.0,140.04,-,-,191.9,-,0.05,,,21
1053,Jay Scrubb,BOS,G,166.0,139.99,-,-,192,-,-1.0,,,21
1053,Nemanja Bjelica,FA,F,166.0,140.09,-,-,191.9,-,0.03,,,21
1053,Eric Paschall,FA,F,166.0,140.1,-,-,191.8,-,0.02,,,21
1053,Tony Bradley,FA,C,166.0,139.92,-,-,192,-,-1.0,,,21
1053,P.J. Dozier,FA,G,166.0,139.91,-,-,192,-,-1.0,,,21
1053,Theo Maledon,CHA,G,166.0,140.01,-,-,191.9,-,-1.0,,,21
1064,Maxi Kleber,DAL,F,166.1,140.2,-,-,191.9,-,0.06,,,21
1064,George Hill,FA,G,166.1,140.22,-,-,191.9,-,0.06,,,21
1066,Kenrich Williams,OKC,F,166.2,140.43,-,-,191.9,-,0.02,,,21
1066,Taj Gibson,FA,C,166.2,140.37,-,-,192,-,0.02,,,21
1066,Jonathan Kuminga,GSW,F,166.2,-,-,140.7,191.6,-,-1.0,,,21
1069,Cam Thomas,BKN,G,168.4,-,-,144.9,191.9,-,-1.0,,,21
1070,Trey Murphy,NOP,F,181.2,-,-,-,181.2,-,-1.0,,,21
1071,James Bouknight,CHA,G,191.1,-,-,-,191.1,-,-1.0,,,21
1072,Jeremiah Robinson-Earl,OKC,C,191.2,-,-,-,191.2,-,-1.0,,,21
1073,Louis King,FA,F,191.6,-,-,-,191.6,-,-1.0,,,21
1073,Oshae Brissett,BOS,F,191.6,-,-,-,191.6,-,-1.0,,,21
1075,Joshua Primo,FA,G,191.8,-,-,-,191.8,-,-1.0,,,21
1075,Corey Kispert,WAS,G,191.8,-,-,-,191.8,-,-1.0,,,21
1077,Sandro Mamukelashvili,SAS,C,191.9,-,-,-,191.9,-,-1.0,,,21
1077,Kai Jones,CHA,C,191.9,-,-,-,191.9,-,-1.0,,,21
1079,Jock Landale,HOU,C,192.0,-,-,-,192,-,-1.0,,,21
1079,Omer Yurtseven,UTA,C,192.0,-,-,-,192,-,-1.0,,,21
1079,Jared Butler,WAS,G,192.0,-,-,-,192,-,-1.0,,,21
1079,Ziaire Williams,MEM,F,192.0,-,-,-,192,-,-1.0,,,21
224,Quincy Acy,FA,F,1.0,-,-,-,-,"1,156.70",-1.0,,,22
224,Eric Demers,FA,G,1.0,-,-,-,-,"1,473.20",-1.0,,,22
224,Aminu Mohammed,FA,G,1.0,-,-,-,-,"1,464.20",-1.0,,,22
224,Jamal Cain,MIA,F,1.0,-,-,-,-,"1,201.40",-1.0,,,22
224,Jermaine Samuels,HOU,F,1.0,-,-,-,-,"1,489.40",-1.0,,,22
224,Julian Champagnie,SAS,F,1.0,-,-,-,-,"1,159.20",-1.0,,,22
224,Braxton Key,DEN,F,1.0,-,-,-,-,"1,499.60",-1.0,,,22
224,Landry Nnoko,FA,C,1.0,-,-,-,-,"1,173.30",-1.0,,,22
224,Nikola Mirotic,FA,F,1.0,-,-,-,-,"1,428.60",-1.0,,,22
224,Cartier Martin,FA,F,1.0,-,-,-,-,"1,132.07",-1.0,,,22
224,Kenneth Lofton,MEM,F,1.0,-,-,-,-,"1,248.40",-1.0,,,22
224,DJ Stewart,FA,G,1.0,-,-,-,-,"1,140.07",-1.0,,,22
224,Josh Smith,FA,F,1.0,-,-,-,-,"1,180.73",-1.0,,,22
224,Arron Afflalo,FA,G,1.0,-,-,-,-,"1,495.60",-1.0,,,22
224,Maurice Ager,FA,G,1.0,-,-,-,-,"1,496.60",-1.0,,,22
224,Derrick Alston,FA,F,1.0,-,-,-,-,"1,133.40",-1.0,,,22
224,George de Paula,FA,G,1.0,-,-,-,-,"1,129.07",-1.0,,,22
224,Jalen Adams,FA,G,1.0,-,-,-,-,"1,482.60",-1.0,,,22
224,Marcus Camby,FA,C,1.0,-,-,-,-,"1,243.80",-1.0,,,22
224,Craig Claxton,FA,G,1.0,-,-,-,-,"1,156.07",-1.0,,,22
224,Bryce Alford,FA,G,1.0,-,-,-,-,"1,168.73",-1.0,,,22
224,Isaac Haas,FA,C,1.0,-,-,-,-,"1,190.73",-1.0,,,22
224,LiAngelo Ball,FA,G,1.0,-,-,-,-,"1,197.25",-1.0,,,22
224,DJ Carton,FA,G,1.0,-,-,-,-,"1,170.73",-1.0,,,22
224,Alex Abrines,FA,G,1.0,-,-,-,-,"1,479.60",-1.0,,,22
224,Anthony Bennett,FA,F,1.0,-,-,-,-,"1,180.80",-1.0,,,22
224,Tyler Honeycutt,FA,F,1.0,-,-,-,-,"1,156.73",-1.0,,,22
224,Eddy Curry,FA,C,1.0,-,-,-,-,"1,177.70",-1.0,,,22
224,Zaza Pachulia,FA,C,1.0,-,-,-,-,"1,118.73",-1.0,,,22
224,Jalen Adaway,FA,G,1.0,-,-,-,-,"1,489.60",-1.0,,,22
224,Matt Ryan,MIN,F,1.0,-,-,-,-,"1,163.25",-1.0,,,22
224,R.J. Hunter,CHA,G,1.0,-,-,-,-,"1,476.60",-1.0,,,22
224,Justin Brownlee,FA,F,1.0,-,-,-,-,"1,322.80",-1.0,,,22
224,Jeff Adrien,FA,F,1.0,-,-,-,-,"1,493.60",-1.0,,,22
1,Nikola Jokic,DEN,C,1.6,2.91,1.62,1.3,1.2,1.11,31.88,,,22
2,Giannis Antetokounmpo,MIL,F,2.8,4.54,1.74,3.2,1.9,2.41,28.08,,,22
4,Luka Doncic,DAL,G,3.3,2.72,2.82,4.2,3,3.71,33.6,,,22
3,Joel Embiid,PHI,C,4.7,7.08,5.03,3.4,4.3,3.85,31.76,,,22
7,Jayson Tatum,BOS,F,6.6,4.98,8.4,7.6,5.2,6.72,29.72,,,22
5,Kevin Durant,PHO,F,7.0,11.92,5.75,5.1,6.4,5.88,27.68,,,22
8,James Harden,PHI,G,9.9,12.91,13.38,8.3,7.6,7.55,21.76,,,22
6,Stephen Curry,GSW,G,11.3,17.86,11.53,6,12.1,8.93,19.08,,,22
10,Trae Young,ATL,G,12.5,19.41,10.36,10.9,11.1,10.92,18.36,,,22
15,LeBron James,LAL,F,13.6,23.12,6.84,15.8,10.1,12.33,19.68,,,22
18,Ja Morant,MEM,G,14.9,23.81,7.85,18.4,8,16.68,17.4,,,22
13,Damian Lillard,POR,G,14.9,17.48,14.09,13.9,14.8,14.28,19.52,,,22
12,Tyrese Haliburton,IND,G,16.4,10.42,27.2,13.5,15.9,14.85,22.04,,,22
14,Devin Booker,PHO,G,17.7,14.11,22.76,15.7,18.2,17.87,25.32,,,22
17,Anthony Davis,LAL,C,17.8,21.95,13.24,17.6,18.6,17.37,15.68,,,22
11,LaMelo Ball,CHA,G,18.9,32.39,18.52,13.2,13.7,16.52,15.0,,,22
9,Karl-Anthony Towns,MIN,C,19.6,58.19,11.31,9.3,9.5,9.75,6.84,,,22
23,Domantas Sabonis,SAC,C,21.4,21.03,19.95,24.1,21,21.12,17.48,,,22
19,Anthony Edwards,MIN,G,22.6,23.46,30.06,20.4,18,21.11,13.84,,,22
28,Pascal Siakam,TOR,F,22.9,14.2,28.27,28.7,20.5,22.63,23.12,,,22
22,Bam Adebayo,MIA,C,25.7,31.62,21.09,22.2,30.1,23.69,12.0,,,22
31,DeMar DeRozan,CHI,F,25.9,22.17,23.27,31.2,20.9,31.77,18.24,,,22
20,Dejounte Murray,ATL,G,26.2,33.38,29.9,20.5,22.9,24.4,10.8,,,22
24,Donovan Mitchell,CLE,G,26.5,16.36,32.49,24.9,27.9,30.61,22.16,,,22
29,Jimmy Butler,MIA,F,29.1,32.84,19.4,30.3,31,32.12,12.32,,,22
16,Kyrie Irving,DAL,G,29.1,54.03,20.48,16.8,34,20.1,6.68,,,22
33,Zion Williamson,NOP,F,29.7,48.7,19.24,34.9,16.5,28.93,7.48,,,22
37,Jaylen Brown,BOS,F,32.7,22.86,36.99,38.6,25.4,39.61,15.24,,,22
21,Paul George,LAC,G,33.1,61.31,31.38,20.8,29.5,22.64,4.72,,,22
47,Shai Gilgeous-Alexander,OKC,G,33.7,12.04,34.53,47.4,30.5,43.94,23.24,,,22
34,Bradley Beal,PHO,G,34.2,47.37,21.86,35,32.2,34.78,6.24,,,22
27,Rudy Gobert,MIN,C,36.2,58.73,35.27,27.9,32.1,27.07,7.64,,,22
30,Darius Garland,CLE,G,36.4,35.46,43.1,30.4,41,32.19,10.68,,,22
34,Nikola Vucevic,CHI,C,36.4,40.24,32.89,35,37.7,36.27,8.64,,,22
45,De'Aaron Fox,SAC,G,36.8,35.65,27.72,45.8,34.3,40.76,10.48,,,22
42,Jrue Holiday,MIL,G,41.5,30.47,43.82,42.5,46.7,43.95,15.96,,,22
25,Kawhi Leonard,LAC,F,43.8,102.5,20.17,25.2,24.1,47.23,1.64,,,22
39,Evan Mobley,CLE,F,44.4,51.22,47.91,40.1,42.2,40.71,5.12,,,22
40,Zach LaVine,CHI,G,44.6,76.88,31.03,40.5,35.3,39.17,2.24,,,22
65,Julius Randle,NYK,F,45.7,35.31,30.76,66.9,42.2,53.35,8.8,,,22
26,Fred VanVleet,HOU,G,48.9,89.62,46.23,26.7,48,33.97,2.2,,,22
32,Cade Cunningham,DET,G,52.3,138.5,37.5,31.5,26.9,27.05,-1.0,,,22
44,Scottie Barnes,TOR,F,52.8,89.13,48.79,44.4,37.2,44.28,1.56,,,22
46,Kristaps Porzingis,BOS,F,53.4,79.44,45.59,46.6,56.2,39.04,4.6,,,22
51,CJ McCollum,NOP,G,54.2,72.07,46.75,51.3,46.1,54.93,2.08,,,22
50,Brandon Ingram,NOP,F,55.0,98.85,37.53,50.9,39.6,48,0.96,,,22
36,Chris Paul,GSW,G,55.3,106.37,47.26,36.2,46.1,40.33,0.76,,,22
61,Jalen Brunson,NYK,G,56.4,43,55.15,64.3,55.9,63.65,11.04,,,22
49,Desmond Bane,MEM,G,57.8,47.11,79.3,49.9,60.9,51.92,7.44,,,22
38,Deandre Ayton,PHO,C,58.3,105.19,53.53,39.9,49.2,43.63,1.96,,,22
48,Terry Rozier,CHA,G,58.8,78.52,65.41,47.8,50.5,51.52,3.16,,,22
53,Tyrese Maxey,PHI,G,65.8,83.03,59.93,55,61.8,69.21,1.48,,,22
43,Jarrett Allen,CLE,C,65.9,115.74,66.69,44,58.2,44.73,0.52,,,22
53,Khris Middleton,MIL,F,66.9,100.83,45.73,55,52.1,80.97,0.92,,,22
56,Josh Giddey,OKC,G,67.0,118.8,58.4,59,42.4,56.58,0.68,,,22
70,Paolo Banchero,ORL,F,68.7,103.51,54.74,73.1,51.2,61.05,1.52,,,22
224,Delon Wright,WAS,G,69.3,137.57,-,-,-,"1,171.63",0.04,,,22
224,Boban Marjanovic,FA,C,69.6,138.25,-,-,-,"1,215.93",-1.0,,,22
224,Thaddeus Young,TOR,F,69.7,138.4,-,-,-,"1,215.40",0.04,,,22
224,Carmelo Anthony,FA,F,69.9,138.86,-,-,-,"1,132.30",0.04,,,22
224,Trendon Watford,BKN,F,69.9,138.84,-,-,-,"1,146.71",-1.0,,,22
224,Andre Iguodala,FA,F,69.9,138.85,-,-,-,"1,153.44",-1.0,,,22
224,Dennis Smith,BKN,G,70.0,138.92,-,-,-,"1,323.20",-1.0,,,22
224,Georges Niang,CLE,F,70.0,138.94,-,-,-,"1,299.70",-1.0,,,22
224,Shake Milton,MIN,G,70.1,139.1,-,-,-,"1,241.00",-1.0,,,22
224,Max Christie,LAL,G,70.1,139.16,-,-,-,"1,442.60",-1.0,,,22
224,Justin Holiday,DEN,F,70.1,139.19,-,-,-,"1,165.40",-1.0,,,22
224,Jeremy Lamb,FA,G,70.1,139.21,-,-,-,"1,206.40",-1.0,,,22
224,Terrence Ross,FA,F,70.2,139.33,-,-,-,"1,204.80",-1.0,,,22
224,Justise Winslow,FA,F,70.2,139.36,-,-,-,"1,225.40",-1.0,,,22
224,Brandon Boston,LAC,G,70.2,139.41,-,-,-,"1,436.60",-1.0,,,22
224,Taurean Prince,LAL,F,70.2,139.39,-,-,-,"1,304.70",-1.0,,,22
224,Troy Brown,MIN,F,70.2,139.41,-,-,-,"1,342.20",-1.0,,,22
224,JaMychal Green,FA,F,70.2,139.47,-,-,-,"1,339.20",-1.0,,,22
224,Eric Bledsoe,FA,G,70.2,139.38,-,-,-,"1,494.60",-1.0,,,22
224,Jaden Springer,PHI,G,70.3,139.57,-,-,-,"1,471.60",-1.0,,,22
224,Damion Lee,PHO,G,70.3,139.58,-,-,-,"1,411.60",-1.0,,,22
224,DeMarcus Cousins,FA,C,70.3,139.66,-,-,-,"1,187.07",-1.0,,,22
224,Louis King,FA,F,70.3,139.67,-,-,-,"1,498.60",-1.0,,,22
224,Tony Bradley,FA,C,70.3,139.69,-,-,-,"1,487.60",-1.0,,,22
224,Josh Jackson,FA,F,70.3,139.68,-,-,-,"1,456.60",-1.0,,,22
224,Luke Kornet,BOS,C,70.4,139.82,-,-,-,"1,315.70",-1.0,,,22
224,Mike Muscala,WAS,C,70.4,139.77,-,-,-,"1,252.70",-1.0,,,22
224,Theo Pinson,FA,G,70.4,139.83,-,-,-,"1,453.60",-1.0,,,22
224,Saben Lee,PHO,G,70.4,139.86,-,-,-,"1,440.60",-1.0,,,22
224,Robin Lopez,MIL,C,70.4,139.88,-,-,-,"1,283.20",-1.0,,,22
224,Miles McBride,NYK,G,70.4,139.76,-,-,-,"1,307.07",-1.0,,,22
224,Lamar Stevens,FA,F,70.4,139.76,-,-,-,"1,385.20",-1.0,,,22
224,Wenyen Gabriel,FA,F,70.4,139.76,-,-,-,"1,417.60",-1.0,,,22
224,David Nwaba,FA,F,70.4,139.76,-,-,-,"1,414.60",0.08,,,22
224,Mfiondu Kabengele,FA,C,70.4,139.76,-,-,-,"1,339.70",-1.0,,,22
224,Tacko Fall,FA,C,70.4,139.76,-,-,-,"1,241.07",-1.0,,,22
224,Patrick Baldwin,WAS,F,70.4,139.74,-,-,-,"1,447.60",-1.0,,,22
224,Danuel House,PHI,F,70.4,139.73,-,-,-,"1,416.60",-1.0,,,22
224,AJ Griffin,ATL,F,70.4,139.73,-,-,-,"1,327.20",-1.0,,,22
224,Kevin Knox,FA,F,70.4,139.76,-,-,-,"1,446.60",-1.0,,,22
224,Jevon Carter,CHI,G,70.4,139.77,-,-,-,"1,306.07",-1.0,,,22
224,Jared Butler,WAS,G,70.4,139.71,-,-,-,"1,232.20",-1.0,,,22
224,Sandro Mamukelashvili,SAS,C,70.4,139.76,-,-,-,"1,320.70",-1.0,,,22
224,Christian Braun,DEN,G,70.4,139.72,-,-,-,"1,257.07",0.04,,,22
224,Raul Neto,FA,G,70.5,140,-,-,-,"1,357.70",-1.0,,,22
224,Andrew Nembhard,IND,G,70.5,140,-,-,-,"1,289.07",-1.0,,,22
224,Malaki Branham,SAS,G,70.5,140,-,-,-,"1,282.07",-1.0,,,22
224,Dalano Banton,BOS,G,70.5,140,-,-,-,"1,174.75",-1.0,,,22
224,Kenrich Williams,OKC,F,70.5,140,-,-,-,"1,334.20",-1.0,,,22
224,Derrick Favors,FA,C,70.5,140,-,-,-,"1,360.20",-1.0,,,22
224,Romeo Langford,UTA,F,70.5,140,-,-,-,"1,433.60",-1.0,,,22
224,JT Thor,CHA,F,70.5,140,-,-,-,"1,221.37",-1.0,,,22
224,Kennedy Chandler,FA,G,70.5,140,-,-,-,"1,468.60",-1.0,,,22
224,Dalen Terry,CHI,G,70.5,140,-,-,-,"1,398.60",-1.0,,,22
224,Trevelin Queen,ORL,G,70.5,140,-,-,-,"1,466.60",-1.0,,,22
224,Aaron Nesmith,IND,F,70.5,140,-,-,-,"1,325.70",-1.0,,,22
224,Jock Landale,HOU,C,70.5,140,-,-,-,"1,215.50",-1.0,,,22
224,Nathan Knight,NYK,C,70.5,140,-,-,-,"1,431.60",-1.0,,,22
224,Trey Burke,FA,G,70.5,140,-,-,-,"1,435.60",-1.0,,,22
224,Garrett Temple,TOR,G,70.5,140,-,-,-,"1,455.60",-1.0,,,22
224,Davis Bertans,OKC,F,70.5,140,-,-,-,"1,288.20",-1.0,,,22
224,Serge Ibaka,FA,C,70.5,140,-,-,-,"1,302.40",-1.0,,,22
224,Corey Kispert,WAS,G,70.5,140,-,-,-,"1,224.80",-1.0,,,22
224,Sam Hauser,BOS,F,70.5,140,-,-,-,"1,323.20",-1.0,,,22
224,Chimezie Metu,PHO,C,70.5,140,-,-,-,"1,258.73",-1.0,,,22
224,Wendell Moore,MIN,F,70.5,140,-,-,-,"1,228.60",-1.0,,,22
224,Deng Adel,FA,F,70.5,140,-,-,-,"1,491.60",-1.0,,,22
224,Ty Jerome,CLE,G,70.5,140,-,-,-,"1,441.60",-1.0,,,22
224,Nate Hinton,HOU,F,70.5,140,-,-,-,"1,156.20",-1.0,,,22
224,Kira Lewis,NOP,G,70.5,140,-,-,-,"1,381.60",-1.0,,,22
224,Terence Davis,FA,F,70.5,140,-,-,-,"1,238.00",-1.0,,,22
224,Charles Bassey,SAS,C,70.5,140,-,-,-,"1,464.60",-1.0,,,22
224,Armoni Brooks,BKN,G,70.5,140,-,-,-,"1,445.60",-1.0,,,22
224,Sterling Brown,FA,G,70.5,140,-,-,-,"1,319.20",-1.0,,,22
224,JD Davison,BOS,G,70.5,140,-,-,-,"1,151.60",-1.0,,,22
224,Keon Johnson,POR,G,70.5,140,-,-,-,"1,298.40",-1.0,,,22
224,Neemias Queta,SAC,C,70.5,140,-,-,-,"1,253.07",-1.0,,,22
224,Landry Shamet,WAS,G,70.5,140,-,-,-,"1,254.50",-1.0,,,22
224,Svi Mykhailiuk,BOS,G,70.5,140,-,-,-,"1,382.20",-1.0,,,22
224,Edmond Sumner,FA,G,70.5,140,-,-,-,"1,454.60",-1.0,,,22
224,Torrey Craig,CHI,F,70.5,140,-,-,-,"1,252.07",-1.0,,,22
224,Davon Reed,FA,G,70.5,140,-,-,-,"1,380.60",-1.0,,,22
224,Lindy Waters,OKC,F,70.5,140,-,-,-,"1,486.60",-1.0,,,22
224,Udoka Azubuike,PHO,C,70.5,140,-,-,-,"1,135.71",-1.0,,,22
224,Facundo Campazzo,FA,G,70.5,140,-,-,-,"1,286.07",-1.0,,,22
224,Alex Len,SAC,C,70.5,140,-,-,-,"1,260.70",-1.0,,,22
224,Aaron Wiggins,OKC,G,70.5,140,-,-,-,"1,239.20",-1.0,,,22
224,Simone Fontecchio,UTA,F,70.5,140,-,-,-,"1,170.16",-1.0,,,22
224,Jason Preston,LAC,G,70.5,140,-,-,-,"1,462.60",-1.0,,,22
224,Malachi Flynn,TOR,G,70.5,140,-,-,-,"1,276.07",-1.0,,,22
224,Vernon Carey,FA,C,70.5,140,-,-,-,"1,461.60",-1.0,,,22
224,P.J. Dozier,FA,G,70.5,140,-,-,-,"1,419.60",-1.0,,,22
224,Keita Bates-Diop,PHO,F,70.5,140,-,-,-,"1,298.40",-1.0,,,22
224,Jordan Adams,FA,G,70.5,140,-,-,-,"1,488.60",-1.0,,,22
224,Dean Wade,CLE,F,70.5,140,-,-,-,"1,211.40",-1.0,,,22
224,Wesley Matthews,ATL,G,70.5,140,-,-,-,"1,291.73",-1.0,,,22
224,James Johnson,FA,F,70.5,140,-,-,-,"1,432.60",-1.0,,,22
224,Goran Dragic,FA,G,70.5,140,-,-,-,"1,218.20",0.04,,,22
224,Daniel Theis,IND,C,70.5,140,-,-,-,"1,336.60",-1.0,,,22
224,Payton Pritchard,BOS,G,70.5,140,-,-,-,"1,157.38",-1.0,,,22
224,Moussa Diabate,LAC,F,70.5,140,-,-,-,"1,497.60",-1.0,,,22
224,Cody Zeller,NOP,C,70.5,140,-,-,-,"1,269.70",-1.0,,,22
224,Dylan Windler,NYK,G,70.5,140,-,-,-,"1,457.60",-1.0,,,22
224,David Roddy,MEM,F,70.5,140,-,-,-,"1,332.60",-1.0,,,22
224,KZ Okpala,FA,F,70.5,140,-,-,-,"1,379.60",-1.0,,,22
224,Caleb Houstan,ORL,F,70.5,140,-,-,-,"1,459.60",-1.0,,,22
224,Isaiah Todd,MEM,F,70.5,140,-,-,-,"1,465.60",-1.0,,,22
224,Josh Green,DAL,F,70.5,140,-,-,-,"1,196.87",-1.0,,,22
224,Xavier Tillman,MEM,F,70.5,140,-,-,-,"1,254.00",-1.0,,,22
224,Kessler Edwards,SAC,F,70.5,140,-,-,-,"1,309.20",-1.0,,,22
224,Duane Washington,NYK,G,70.5,140,-,-,-,"1,363.60",-1.0,,,22
224,Olivier Sarr,OKC,C,70.5,140,-,-,-,"1,492.60",-1.0,,,22
224,Amida Brimah,FA,C,70.5,140,-,-,-,"1,152.40",-1.0,,,22
224,Frank Kaminsky,FA,C,70.5,140,-,-,-,"1,334.60",-1.0,,,22
224,Vlatko Cancar,DEN,F,70.5,140,-,-,-,"1,448.60",-1.0,,,22
224,R.J. Hampton,FA,G,70.5,140,-,-,-,"1,309.70",-1.0,,,22
224,Chris Chiozza,FA,G,70.5,140,-,-,-,"1,174.86",-1.0,,,22
224,Haywood Highsmith,MIA,F,70.5,140,-,-,-,"1,336.70",-1.0,,,22
224,Jaylen Adams,FA,G,70.5,140,-,-,-,"1,485.60",-1.0,,,22
224,Garrison Mathews,ATL,G,70.5,140,-,-,-,"1,339.20",-1.0,,,22
224,Christian Koloko,TOR,C,70.5,140,-,-,-,"1,395.60",-1.0,,,22
224,MarJon Beauchamp,MIL,F,70.5,140,-,-,-,"1,470.60",-1.0,,,22
224,Marquese Chriss,FA,C,70.5,140,-,-,-,"1,480.60",-1.0,,,22
224,CJ Elleby,FA,F,70.5,140,-,-,-,"1,391.60",-1.0,,,22
224,Mike Tobey,FA,C,70.5,140,-,-,-,"1,195.07",-1.0,,,22
224,Kai Jones,CHA,C,70.5,140,-,-,-,"1,367.60",-1.0,,,22
224,Jabari Walker,POR,F,70.5,140,-,-,-,"1,246.40",-1.0,,,22
224,Taj Gibson,FA,C,70.5,140,-,-,-,"1,434.60",-1.0,,,22
224,Gorgui Dieng,FA,C,70.5,140,-,-,-,"1,449.60",-1.0,,,22
224,Khem Birch,SAS,C,70.5,140,-,-,-,"1,292.40",-1.0,,,22
224,Rodney McGruder,FA,G,70.5,140,-,-,-,"1,469.60",-1.0,,,22
224,Stanley Johnson,FA,F,70.5,140,-,-,-,"1,458.60",-1.0,,,22
224,Markieff Morris,DAL,F,70.5,140,-,-,-,"1,271.07",-1.0,,,22
224,Austin Rivers,FA,G,70.5,140,-,-,-,"1,365.20",-1.0,,,22
224,Maurice Harkless,FA,F,70.5,140,-,-,-,"1,430.60",-1.0,,,22
224,Naji Marshall,NOP,F,70.5,140,-,-,-,"1,350.60",-1.0,,,22
224,Mamadi Diakite,FA,F,70.5,140,-,-,-,"1,219.60",-1.0,,,22
224,Theo Maledon,CHA,G,70.5,140,-,-,-,"1,426.60",-1.0,,,22
224,Amir Coffey,LAC,F,70.5,140,-,-,-,"1,347.70",-1.0,,,22
224,Isaiah Mobley,CLE,C,70.5,140,-,-,-,"1,490.60",-1.0,,,22
224,Peyton Watson,DEN,F,70.5,140,-,-,-,"1,451.60",-1.0,,,22
224,Jericho Sims,NYK,C,70.5,140,-,-,-,"1,294.60",-1.0,,,22
224,Marc Gasol,FA,C,70.5,140,-,-,-,"1,166.30",-1.0,,,22
224,Cory Joseph,GSW,G,70.5,140,-,-,-,"1,317.20",-1.0,,,22
224,Greg Brown,DAL,F,70.5,140,-,-,-,"1,397.60",-1.0,,,22
224,Furkan Korkmaz,PHI,G,70.5,140,-,-,-,"1,329.70",-1.0,,,22
224,Kostas Antetokounmpo,FA,F,70.5,140,-,-,-,"1,501.60",0.12,,,22
224,Eric Paschall,FA,F,70.5,140,-,-,-,"1,463.60",-1.0,,,22
224,Usman Garuba,FA,F,70.5,140,-,-,-,"1,347.60",-1.0,,,22
224,Ish Wainright,PHO,F,70.5,140,-,-,-,"1,405.60",-1.0,,,22
224,Josh Minott,MIN,F,70.5,140,-,-,-,"1,443.60",-1.0,,,22
