Name,Team,Pos,AVG,ESPN,CBS,Yahoo,Underdog,Fantrax,ESPN AAV,Status,Injury,Year
Anthony Lamb,FA,F,-,-,-,-,-,-,-1.0,,,21
Armoni Brooks,BKN,G,-,-,-,-,-,-,-1.0,,,21
Amida Brimah,FA,C,-,-,-,-,-,-,-1.0,,,21
Donta Hall,FA,F,-,-,-,-,-,-,-1.0,,,21
Cameron Oliver,FA,F,-,-,-,-,-,-,-1.0,,,21
Oshae Brissett,BOS,F,191.6,-,-,-,191.6,-,-1.0,,,21
Nikola Jokic,DEN,C,1.6,2.91,1.62,1.3,1.2,1.11,31.88,,,22
Giannis Antetokounmpo,MIL,F,2.8,4.54,1.74,3.2,1.9,2.41,28.08,,,22
Joel Embiid,PHI,C,4.7,7.08,5.03,3.4,4.3,3.85,31.76,,,22
Luka Doncic,DAL,G,3.3,2.72,2.82,4.2,3,3.71,33.6,,,22
Kevin Durant,PHO,F,7,11.92,5.75,5.1,6.4,5.88,27.68,,,22
Stephen Curry,GSW,G,11.3,17.86,11.53,6,12.1,8.93,19.08,,,22
Jayson Tatum,BOS,F,6.6,4.98,8.4,7.6,5.2,6.72,29.72,,,22
James Harden,PHI,G,9.9,12.91,13.38,8.3,7.6,7.55,21.76,,,22
Karl-Anthony Towns,MIN,C,19.6,58.19,11.31,9.3,9.5,9.75,6.84,,,22
Trae Young,ATL,G,12.5,19.41,10.36,10.9,11.1,10.92,18.36,,,22
LaMelo Ball,CHA,G,18.9,32.39,18.52,13.2,13.7,16.52,15.0,,,22
Tyrese Haliburton,IND,G,16.4,10.42,27.2,13.5,15.9,14.85,22.04,,,22
Damian Lillard,POR,G,14.9,17.48,14.09,13.9,14.8,14.28,19.52,,,22
Devin Booker,PHO,G,17.7,14.11,22.76,15.7,18.2,17.87,25.32,,,22
LeBron James,LAL,F,13.6,23.12,6.84,15.8,10.1,12.33,19.68,,,22
Kyrie Irving,DAL,G,29.1,54.03,20.48,16.8,34,20.1,6.68,,,22
Anthony Davis,LAL,C,17.8,21.95,13.24,17.6,18.6,17.37,15.68,,,22
Ja Morant,MEM,G,14.9,23.81,7.85,18.4,8,16.68,17.4,,,22
Anthony Edwards,MIN,G,22.6,23.46,30.06,20.4,18,21.11,13.84,,,22
Dejounte Murray,ATL,G,26.2,33.38,29.9,20.5,22.9,24.4,10.8,,,22
Paul George,LAC,G,33.1,61.31,31.38,20.8,29.5,22.64,4.72,,,22
Bam Adebayo,MIA,C,25.7,31.62,21.09,22.2,30.1,23.69,12.0,,,22
Domantas Sabonis,SAC,C,21.4,21.03,19.95,24.1,21,21.12,17.48,,,22
Donovan Mitchell,CLE,G,26.5,16.36,32.49,24.9,27.9,30.61,22.16,,,22
Kawhi Leonard,LAC,F,43.8,102.5,20.17,25.2,24.1,47.23,1.64,,,22
Fred VanVleet,HOU,G,48.9,89.62,46.23,26.7,48,33.97,2.2,,,22
Rudy Gobert,MIN,C,36.2,58.73,35.27,27.9,32.1,27.07,7.64,,,22
Pascal Siakam,TOR,F,22.9,14.2,28.27,28.7,20.5,22.63,23.12,,,22
Jimmy Butler,MIA,F,29.1,32.84,19.4,30.3,31,32.12,12.32,,,22
Darius Garland,CLE,G,36.4,35.46,43.1,30.4,41,32.19,10.68,,,22
DeMar DeRozan,CHI,F,25.9,22.17,23.27,31.2,20.9,31.77,18.24,,,22
Cade Cunningham,DET,G,52.3,138.5,37.5,31.5,26.9,27.05,-1.0,,,22
Zion Williamson,NOP,F,29.7,48.7,19.24,34.9,16.5,28.93,7.48,,,22
Bradley Beal,PHO,G,34.2,47.37,21.86,35,32.2,34.78,6.24,,,22
Nikola Vucevic,CHI,C,36.4,40.24,32.89,35,37.7,36.27,8.64,,,22
Chris Paul,GSW,G,55.3,106.37,47.26,36.2,46.1,40.33,0.76,,,22
Jaylen Brown,BOS,F,32.7,22.86,36.99,38.6,25.4,39.61,15.24,,,22
Deandre Ayton,PHO,C,58.3,105.19,53.53,39.9,49.2,43.63,1.96,,,22
Evan Mobley,CLE,F,44.4,51.22,47.91,40.1,42.2,40.71,5.12,,,22
Zach LaVine,CHI,G,44.6,76.88,31.03,40.5,35.3,39.17,2.24,,,22
Myles Turner,IND,C,78.1,64.16,91.62,41.5,91.7,101.62,6.96,,,22
Jrue Holiday,MIL,G,41.5,30.47,43.82,42.5,46.7,43.95,15.96,,,22
Jarrett Allen,CLE,C,65.9,115.74,66.69,44,58.2,44.73,0.52,,,22
Scottie Barnes,TOR,F,52.8,89.13,48.79,44.4,37.2,44.28,1.56,,,22
De'Aaron Fox,SAC,G,36.8,35.65,27.72,45.8,34.3,40.76,10.48,,,22
Kristaps Porzingis,BOS,F,53.4,79.44,45.59,46.6,56.2,39.04,4.6,,,22
Shai Gilgeous-Alexander,OKC,G,33.7,12.04,34.53,47.4,30.5,43.94,23.24,,,22
Terry Rozier,CHA,G,58.8,78.52,65.41,47.8,50.5,51.52,3.16,,,22
Desmond Bane,MEM,G,57.8,47.11,79.3,49.9,60.9,51.92,7.44,,,22
Brandon Ingram,NOP,F,55,98.85,37.53,50.9,39.6,48,0.96,,,22
CJ McCollum,NOP,G,54.2,72.07,46.75,51.3,46.1,54.93,2.08,,,22
Jonas Valanciunas,NOP,C,71.8,133.75,50.35,54,64.7,56.25,0.08,,,22
Tyrese Maxey,PHI,G,65.8,83.03,59.93,55,61.8,69.21,1.48,,,22
Khris Middleton,MIL,F,66.9,100.83,45.73,55,52.1,80.97,0.92,,,22
John Collins,UTA,F,81,134.81,69.69,57.1,80.1,63.08,0.12,,,22
Josh Giddey,OKC,G,67,118.8,58.4,59,42.4,56.58,0.68,,,22
Klay Thompson,GSW,G,75.8,101.31,71.27,59.2,71.7,75.7,2.0,,,22
Mikal Bridges,BKN,F,75.9,57.11,103.08,59.4,87.1,72.66,6.4,,,22
Michael Porter,DEN,F,85.8,134.59,82.94,59.8,73.7,78.07,0.08,,,22
OG Anunoby,TOR,F,84.2,122.13,86.96,61.6,84.6,65.9,0.92,,,22
Jalen Brunson,NYK,G,56.4,43,55.15,64.3,55.9,63.65,11.04,,,22
Jordan Poole,WAS,G,74.1,87.27,74.14,65.1,71,72.95,1.8,,,22
Jalen Green,HOU,G,74.1,126.15,56.53,66.7,59.5,61.84,0.16,,,22
Christian Wood,FA,C,78.4,132.71,61.48,66.8,66.8,63.96,0.6,,,22
Julius Randle,NYK,F,45.7,35.31,30.76,66.9,42.2,53.35,8.8,,,22
Alperen Sengun,HOU,C,78.5,118.27,77.05,67.5,69.3,60.14,1.12,,,22
Keldon Johnson,SAS,F,74.4,131.69,52.73,70,55.2,62.48,0.08,,,22
Jusuf Nurkic,POR,C,81.5,133.13,59.81,70.8,69.2,74.69,0.08,,,22
Jakob Poeltl,TOR,C,80.4,93.4,86.62,71.2,84.8,66.1,1.6,,,22
Paolo Banchero,ORL,F,68.7,103.51,54.74,73.1,51.2,61.05,1.52,,,22
Tobias Harris,PHI,F,82.1,115.55,71.17,74,65.9,83.82,0.88,,,22
Tyler Herro,MIA,G,79.2,93.59,74.34,74.1,74.9,78.95,0.88,,,22
D'Angelo Russell,LAL,G,79.7,112.45,63.44,74.1,72,76.47,0.4,,,22
Franz Wagner,ORL,F,90.5,126.09,96.25,74.5,78.8,76.7,0.2,,,22
Wendell Carter,ORL,C,91.3,135.13,86.66,76.2,87.3,71.18,0.04,,,22
Ben Simmons,BKN,F,71.5,133.82,45.6,76.3,46.1,55.77,0.04,,,22
Devin Vassell,SAS,F,86.4,117.68,94.57,76.4,76.3,67.04,0.48,,,22
Jamal Murray,DEN,G,76.2,117.07,54.79,76.7,63.2,69.28,0.24,,,22
Draymond Green,GSW,F,92.5,113.07,91.78,78.8,98.1,80.8,1.36,,,22
Jerami Grant,POR,F,94.3,116.11,89.51,80.4,92.3,93.13,0.32,,,22
Andrew Wiggins,GSW,F,72.3,68.75,63.04,82.1,59.4,88.1,5.12,,,22
Clint Capela,ATL,C,88.6,127.6,70.52,82.2,79.3,83.34,0.4,,,22
Buddy Hield,IND,G,94.7,124.72,91.02,82.8,82.8,92.29,0.24,,,22
Al Horford,BOS,C,104.2,133.97,97.39,83.1,105.5,100.9,0.08,,,22
Collin Sexton,UTA,G,92.4,138.75,72.86,87,75.5,87.97,-1.0,,,22
Marcus Smart,MEM,G,97.7,124.26,91.75,87.8,94.8,90.09,0.4,,,22
Gary Trent,TOR,G,110.2,136.27,118.31,88.8,110.7,97.16,0.04,,,22
Robert Williams,BOS,C,108.7,81.18,120.33,89,119.7,133.36,4.12,,,22
Herbert Jones,NOP,F,120.6,139.61,134.75,90.4,129.9,108.56,-1.0,,,22
Mitchell Robinson,NYK,C,111.3,138.88,117.69,91.9,106.2,101.6,-1.0,,,22
Saddiq Bey,ATL,F,99.8,137.4,98.73,92.8,87.4,82.52,0.04,,,22
Lauri Markkanen,UTA,F,79.7,46.49,92.51,92.9,90.9,75.66,5.32,,,22
Keegan Murray,SAC,F,94.5,138.45,64.75,94.9,86.3,88.28,0.04,,,22
RJ Barrett,NYK,F,84.7,133.18,56.99,95.1,54.4,83.84,0.12,,,22
P.J. Washington,CHA,F,108,136.67,113.47,97.6,99.9,92.59,0.04,,,22
Anfernee Simons,POR,G,93.5,88.42,88.68,97.7,98.1,94.71,2.64,,,22
Kyle Kuzma,WAS,F,93.8,115.55,85.17,99.2,72,97.13,0.4,,,22
Jabari Smith,HOU,F,94.7,139.27,73.84,100.6,79.4,80.16,0.04,,,22
Ivica Zubac,LAC,C,122.2,130.37,132.13,102,132.7,113.62,0.76,,,22
Russell Westbrook,LAC,G,85.9,98.8,83.29,102.5,55.7,89.28,0.44,,,22
Brandon Clarke,MEM,F,116.2,139.09,118.38,102.8,113.2,107.38,-1.0,,,22
Kevin Porter,HOU,G,89.8,118.58,83.3,103.2,67.7,75.99,0.4,,,22
Bobby Portis,MIL,F,113.5,128.41,108.21,103.6,120.6,106.78,0.16,,,22
Tre Jones,SAS,G,106.1,133.41,106,103.7,88.2,99.35,0.12,,,22
Kyle Lowry,MIA,G,108.6,136.4,98.68,104.6,108.1,94.97,0.04,,,22
Jaren Jackson,MEM,F,98.5,50.43,86.73,105.6,92.6,156.89,3.48,,,22
Harrison Barnes,SAC,F,115.2,137.81,95.87,106,117.2,119.17,0.04,,,22
Gordon Hayward,CHA,F,105.7,139.22,80.34,109.2,98.6,101.28,-1.0,,,22
Jalen Smith,IND,F,113.9,139.77,122.55,110.1,106,90.86,-1.0,,,22
Malcolm Brogdon,BOS,G,108.3,136.12,77.25,112.8,106.8,108.3,0.08,,,22
Mo Bamba,PHI,C,142.9,137.87,150.88,113.1,157.7,155.02,-1.0,,,22
Monte Morris,DET,G,125.8,138.76,134.07,116,120.4,119.66,0.04,,,22
Miles Bridges,CHA,F,183.4,139.55,138.33,117.8,189.1,332.1,0.04,,,22
James Wiseman,DET,C,125.9,139.58,123.88,118.5,118,129.32,-1.0,,,22
Chet Holmgren,OKC,C,129.7,140,-,119.4,-,-,-1.0,,,22
Bojan Bogdanovic,DET,F,130.4,133.71,121.53,119.8,137,139.72,0.04,,,22
Brook Lopez,MIL,C,141,115.42,143.23,120.2,189.1,137.03,1.04,,,22
De'Anthony Melton,PHI,G,144.3,137.7,-,120.3,174.8,144.53,0.04,,,22
Isaiah Stewart,DET,C,134.6,139.86,142.94,120.8,151.8,117.83,-1.0,,,22
Spencer Dinwiddie,BKN,G,110,120,88.89,121,100.2,119.7,0.16,,,22
Isaiah Jackson,IND,C,129.7,139.56,-,122,144.8,112.63,0.12,,,22
Josh Hart,NYK,F,119.2,132.92,116.78,122.3,108.6,115.17,0.04,,,22
John Wall,FA,G,116.9,140.05,102.19,122.8,106.3,113.37,-1.0,,,22
Cameron Johnson,BKN,F,125.3,137.16,125.38,123.5,124.4,115.86,-1.0,,,22
Onyeka Okongwu,ATL,C,148.7,139.2,-,123.8,171.1,160.84,-1.0,,,22
Alex Caruso,CHI,G,151.4,138.63,-,124,179.7,163.37,-1.0,,,22
Jarred Vanderbilt,LAL,F,131.7,136.98,146,124.5,129.7,121.2,0.08,,,22
Cole Anthony,ORL,G,119.5,136.91,118.53,125.8,93,123.25,0.04,,,22
Bol Bol,PHO,F,209.8,129.98,-,127.7,191.7,389.98,0.12,,,22
Nic Claxton,BKN,C,126.7,124.94,135.03,127.8,131.9,113.65,0.08,,,22
Jaden McDaniels,MIN,F,144,138.3,-,127.8,164.3,145.73,-1.0,,,22
Steven Adams,MEM,C,123.1,136.9,106.44,128,123.9,120.09,0.08,,,22
Mike Conley,MIN,G,131,135.99,113.57,128.4,140.5,136.38,0.12,,,22
Norman Powell,LAC,G,139.7,139.97,133.67,128.4,158.5,137.87,-1.0,,,22
Bones Hyland,LAC,G,129.7,139.16,128.51,129.3,125.4,126.11,0.04,,,22
Dorian Finney-Smith,BKN,F,142.4,139.68,145.24,130.1,151.6,145.35,-1.0,,,22
Dillon Brooks,HOU,F,121.6,137.39,103.16,130.4,115.8,121.06,0.16,,,22
Jordan Clarkson,UTA,G,122.9,129.43,119.85,130.7,100.4,134.04,0.8,,,22
Lonzo Ball,CHI,G,137.3,133.89,128.85,132,144.9,146.64,-1.0,,,22
Bennedict Mathurin,IND,F,129,138.86,121.75,132.6,115.7,136.19,0.04,,,22
Richaun Holmes,DAL,C,159.6,140,-,132.7,191.7,174.08,-1.0,,,22
Kevon Looney,GSW,C,146.4,138.55,-,133,190.7,123.21,-1.0,,,22
Robert Covington,LAC,F,147,140,-,133.2,180.1,134.67,-1.0,,,22
Jaden Ivey,DET,G,118.1,137.15,97.41,133.3,96.7,125.75,0.16,,,22
Andre Drummond,CHI,C,148.8,138.03,131.77,134.3,163.1,176.92,-1.0,,,22
Aaron Gordon,DEN,F,120.6,125.91,101.47,134.4,114.3,126.86,0.2,,,22
Derrick Rose,MEM,G,192.9,139.61,153.45,134.8,190.9,345.73,-1.0,,,22
Bogdan Bogdanovic,ATL,G,141.2,138.04,126.75,135.1,146.3,160.02,0.08,,,22
P.J. Tucker,PHI,F,201.7,139.64,-,135.4,191.4,340.5,-1.0,,,22
Ayo Dosunmu,CHI,G,139.6,139.56,140.03,135.9,133.6,149.03,-1.0,,,22
Kelly Oubre,FA,F,128.4,121.81,135.18,136.1,122.6,126.26,0.24,,,22
Jae Crowder,MIL,F,200.6,139.75,-,136.3,191.8,334.72,-1.0,,,22
Pat Connaughton,MIL,G,117,138.89,-,136.4,191.8,"1,143.60",-1.0,,,22
Kevin Love,MIA,F,140.3,138.25,109.23,136.4,169.9,147.67,0.04,,,22
JaVale McGee,SAC,C,153.9,140,-,136.5,189.2,149.92,-1.0,,,22
Evan Fournier,NYK,G,150.4,140,140.31,136.6,164.2,170.76,-1.0,,,22
De'Andre Hunter,ATL,F,137,139.49,129.54,136.7,121.8,157.5,-1.0,,,22
Jonathan Kuminga,GSW,F,145,139.16,-,137.5,136.2,167.13,-1.0,,,22
Trey Murphy,NOP,F,158.7,139.47,-,137.6,186.7,170.95,-1.0,,,22
Patrick Beverley,PHI,G,152.8,139.46,154.83,137.7,181.2,150.7,-1.0,,,22
Marvin Bagley,DET,C,154.7,138.55,147.47,138,191.2,158.21,0.08,,,22
Chris Boucher,TOR,F,155.6,139.53,-,138,190.7,153.97,0.04,,,22
Duncan Robinson,MIA,F,209.5,140,-,138,191,368.91,-1.0,,,22
Marcus Morris,LAC,F,192.3,139.66,-,138.2,191.6,299.58,-1.0,,,22
Montrezl Harrell,PHI,C,154.3,139.22,148.85,138.3,180.4,164.96,-1.0,,,22
Precious Achiuwa,TOR,C,154.2,139.73,-,138.4,186.5,152.3,-1.0,,,22
Alec Burks,DET,G,215.6,138.77,-,138.4,192,393.05,-1.0,,,22
Obi Toppin,IND,F,147.2,139.99,143.86,138.5,146.5,166.9,-1.0,,,22
Seth Curry,DAL,G,157.6,135.36,-,138.5,178.7,177.75,0.08,,,22
Patty Mills,ATL,G,228.2,140,-,138.6,191.7,442.33,-1.0,,,22
Kelly Olynyk,UTA,C,145.6,137.22,142.78,138.7,174.5,134.56,0.04,,,22
Shaedon Sharpe,POR,G,199.3,139.82,156.43,138.7,189.6,371.99,-1.0,,,22
Kyle Anderson,MIN,F,169.4,138.83,-,138.8,184.5,215.43,0.12,,,22
Dennis Schroder,TOR,G,173.6,134.41,137.03,138.9,190,267.87,0.04,,,22
Damian Jones,CLE,C,202,140,-,139,191.9,337.23,-1.0,,,22
Rui Hachimura,LAL,F,164.7,138.22,151.51,139.2,174.2,220.39,0.04,,,22
Caris LeVert,CLE,G,127.1,138.96,104.98,139.3,113,139.38,-1.0,,,22
Jose Alvarado,NOP,G,199.7,139.78,-,139.3,191.1,328.54,-1.0,,,22
Chris Duarte,SAC,F,125.2,139.6,91.28,139.4,125.5,130,-1.0,,,22
Jalen Suggs,ORL,G,128.7,136.77,117.13,139.5,129.1,120.87,0.04,,,22
Tim Hardaway,DAL,G,144.5,137.85,128.54,139.5,152.6,163.76,0.04,,,22
Grant Williams,DAL,F,161.7,139.58,-,139.5,191.3,176.29,-1.0,,,22
Matisse Thybulle,POR,F,171.8,139.69,-,139.5,191.3,216.84,-1.0,,,22
Devonte' Graham,SAS,G,200.5,139.72,155.97,139.5,171.8,395.45,-1.0,,,22
Isaiah Hartenstein,NYK,C,145.5,139.38,-,139.7,161.7,141.04,0.04,,,22
Jalen Duren,DET,C,151,138.85,140.46,139.8,173.1,162.93,-1.0,,,22
Cameron Payne,SAS,G,181.5,139.56,-,139.8,190.5,256.27,-1.0,,,22
Donte DiVincenzo,NYK,G,221.7,138.32,-,139.9,191.1,417.54,-1.0,,,22
Victor Oladipo,OKC,G,146.9,138.83,144.65,140,166,145.11,0.04,,,22
Aleksej Pokusevski,OKC,F,151.2,139.69,147.12,140,180,149.09,-1.0,,,22
Malik Monk,SAC,G,154.2,137.32,-,140.2,188.8,150.44,0.04,,,22
Grayson Allen,MIL,G,203.5,139.55,-,140.2,191.9,342.54,-1.0,,,22
Mason Plumlee,LAC,C,153.3,137.44,143.99,140.3,186.2,158.63,0.12,,,22
Kentavious Caldwell-Pope,DEN,G,158.5,139.36,159.76,140.3,187.4,165.68,-1.0,,,22
Joe Harris,DET,G,187.3,140,150.52,140.5,190.8,314.44,-1.0,,,22
Santi Aldama,MEM,F,156.7,139.38,-,140.6,187.4,159.36,-1.0,,,22
Tyus Jones,WAS,G,175.1,139.2,-,140.6,182.5,238.21,-1.0,,,22
Tari Eason,HOU,F,134.9,139.59,138.14,140.7,118.4,137.43,-1.0,,,22
Thomas Bryant,MIA,C,155.7,139.37,148.66,140.7,188.9,160.87,-1.0,,,22
Kendrick Nunn,FA,G,154.2,140,137.88,140.9,183.4,168.98,-1.0,,,22
Derrick White,BOS,G,148,136.74,151.56,141,156.9,153.79,0.08,,,22
Chuma Okeke,ORL,F,215.6,140,-,141,-,365.9,-1.0,,,22
Walker Kessler,UTA,C,148.9,137.63,148.42,141.1,186.2,131.08,0.04,,,22
Malik Beasley,MIL,G,156.3,139.02,149.78,141.3,175.8,175.77,0.12,,,22
T.J. McConnell,IND,G,214.7,139.32,-,141.3,191.9,386.29,-1.0,,,22
Luguentz Dort,OKC,F,136.5,139.7,127.62,141.4,143.8,129.94,-1.0,,,22
Kevin Huerter,SAC,G,144.4,132.77,141.81,141.4,147.7,158.47,0.16,,,22
Immanuel Quickley,NYK,G,147.1,137.83,143.94,141.4,150.7,161.81,-1.0,,,22
Coby White,CHI,G,219.4,139.7,-,141.5,191.5,404.7,-1.0,,,22
Jonathan Isaac,ORL,F,159.7,139.46,144.15,141.6,181.2,192.03,-1.0,,,22
Max Strus,CLE,F,161.3,139.94,-,141.7,190.2,173.35,-1.0,,,22
Jae'Sean Tate,HOU,F,138.5,139.77,117.47,142,141.5,151.97,0.04,,,22
Reggie Jackson,DEN,G,138,139.57,142.88,142.4,138.5,126.47,-1.0,,,22
Davion Mitchell,SAC,G,146,138.49,154.41,142.7,140.4,154.18,0.04,,,22
Gary Payton,GSW,G,166.5,139.74,-,143.1,191.9,191.25,-1.0,,,22
Jalen Williams,OKC,F,145.5,137.84,-,143.3,141.5,159.22,-1.0,,,22
Markelle Fultz,ORL,G,149.9,137.9,134.51,143.3,154.4,179.33,-1.0,,,22
Daniel Gafford,WAS,C,160.5,139.65,-,143.7,191.4,167.07,-1.0,,,22
Darius Bazley,BKN,F,151.5,140,150.26,144,157,166.34,-1.0,,,22
Patrick Williams,CHI,F,148.2,139.53,149.71,145,155.2,151.43,-1.0,,,22
Will Barton,FA,F,141.6,140,117.34,146,153.1,151.35,-1.0,,,22
Royce O'Neale,BKN,F,220.4,139.29,-,147.3,191.6,403.45,-1.0,,,22
Bruce Brown,IND,G,151.5,137.22,-,148.3,165.8,154.72,0.04,,,22
Cory Jefferson,FA,F,-,-,-,-,-,-,-1.0,,,22
Arinze Onuaku,FA,C,-,-,-,-,-,-,-1.0,,,22
Alex Stepheson,FA,F,-,-,-,-,-,-,-1.0,,,22
Jonah Bolden,FA,F,-,-,-,-,-,-,-1.0,,,22
Kendall Marshall,FA,G,-,-,-,-,-,-,-1.0,,,22
John Henson,FA,C,-,-,-,-,-,-,-1.0,,,22
Marquis Teague,FA,G,-,-,-,-,-,-,-1.0,,,22
Justin Hamilton,FA,C,-,-,-,-,-,-,-1.0,,,22
Robert Sacre,FA,C,-,-,-,-,-,-,-1.0,,,22
Chandler Parsons,FA,F,-,-,-,-,-,-,-1.0,,,22
Andrew Goudelock,FA,G,-,-,-,-,-,-,-1.0,,,22
Kevin Seraphin,FA,F,-,-,-,-,-,-,-1.0,,,22
Jordan Crawford,FA,G,-,-,-,-,-,-,-1.0,,,22
Luke Babbitt,FA,F,-,-,-,-,-,-,-1.0,,,22
Nikola Pekovic,FA,C,-,-,-,-,-,-,-1.0,,,22
Rodney Stuckey,FA,G,-,-,-,-,-,-,-1.0,,,22
Ryan Anderson,FA,F,-,-,-,-,-,-,-1.0,,,22
Mario Chalmers,FA,G,-,-,-,-,-,-,-1.0,,,22
Amar'e Stoudemire,FA,C,-,-,-,-,-,-,-1.0,,,22
Tayshaun Prince,FA,F,-,-,-,-,-,-,-1.0,,,22
Matt Barnes,FA,F,-,-,-,-,-,-,-1.0,,,22
Kirk Hinrich,FA,G,-,-,-,-,-,-,-1.0,,,22
Chris Kaman,FA,C,-,-,-,-,-,-,-1.0,,,22
Boris Diaw,FA,C,-,-,-,-,-,-,-1.0,,,22
Steve Blake,FA,G,-,-,-,-,-,-,-1.0,,,22
Kris Humphries,FA,F,-,-,-,-,-,-,-1.0,,,22
Beno Udrih,FA,G,-,-,-,-,-,-,-1.0,,,22
Marvin Williams,FA,F,-,-,-,-,-,-,-1.0,,,22
Ian Mahinmi,FA,C,-,-,-,-,-,-,-1.0,,,22
John Lucas,FA,G,-,-,-,-,-,-,-1.0,,,22
Caleb Swanigan,FA,F,-,-,-,-,-,-,-1.0,,,22
Kadeem Allen,FA,G,-,-,-,-,-,-,-1.0,,,22
Jordan McRae,FA,G,-,-,-,-,-,-,-1.0,,,22
Erick Green,FA,G,-,-,-,-,-,-,-1.0,,,22
Skal Labissiere,SAC,C,-,-,-,-,-,-,-1.0,,,22
David Wear,FA,F,-,-,-,-,-,-,-1.0,,,22
Chase Budinger,FA,F,-,-,-,-,-,-,-1.0,,,22
Courtney Lee,FA,G,-,-,-,-,-,-,-1.0,,,22
Jeremy Lin,FA,G,-,-,-,-,-,-,0.35,,,22
Gary Neal,FA,G,-,-,-,-,-,-,-1.0,,,22
Lavoy Allen,FA,C,-,-,-,-,-,-,-1.0,,,22
Jeremy Pargo,FA,G,-,-,-,-,-,-,-1.0,,,22
Michael Kidd-Gilchrist,FA,F,-,-,-,-,-,-,-1.0,,,22
Kyle Singler,FA,F,-,-,-,-,-,-,-1.0,,,22
Tony Wroten,FA,G,-,-,-,-,-,-,-1.0,,,22
Andrew Nicholson,FA,F,-,-,-,-,-,-,-1.0,,,22
Ronnie Price,FA,G,-,-,-,-,-,-,-1.0,,,22
Lou Amundson,FA,C,-,-,-,-,-,-,-1.0,,,22
Tony Allen,FA,G,-,-,-,-,-,-,-1.0,,,22
Deron Williams,FA,G,-,-,-,-,-,-,-1.0,,,22
Kevin Garnett,FA,F,-,-,-,-,-,-,0.04,,,22
Vince Carter,FA,F,-,-,-,-,-,-,0.01,,,22
Andre Miller,FA,G,-,-,-,-,-,-,-1.0,,,22
Metta World Peace,FA,F,-,-,-,-,-,-,0.03,,,22
Richard Jefferson,FA,F,-,-,-,-,-,-,-1.0,,,22
Kyle Korver,FA,G,-,-,-,-,-,-,-1.0,,,22
Jameer Nelson,FA,G,-,-,-,-,-,-,-1.0,,,22
Jalen Johnson,FA,G,-,-,-,-,-,-,-1.0,,,22
Tyler Lydon,FA,F,-,-,-,-,-,-,-1.0,,,22
Jacob Pullen,FA,G,-,-,-,-,-,-,-1.0,,,22
Zaire Wade,FA,G,-,-,-,-,-,-,-1.0,,,22
Jamaree Bouyea,MIA,G,-,-,-,-,-,-,-1.0,,,22
Scott Machado,FA,G,-,-,-,-,-,-,-1.0,,,22
Brian Roberts,FA,G,-,-,-,-,-,-,-1.0,,,22
Xavier Silas,FA,G,-,-,-,-,-,-,-1.0,,,22
Orlando Johnson,FA,G,-,-,-,-,-,-,-1.0,,,22
Mario Hezonja,FA,F,-,-,-,-,-,-,-1.0,,,22
Jack Cooley,FA,C,-,-,-,-,-,-,-1.0,,,22
Allen Crabbe,FA,G,-,-,-,-,-,-,0.02,,,22
Aaron Brooks,FA,G,-,-,-,-,-,-,-1.0,,,22
Brandon Rush,FA,G,-,-,-,-,-,-,-1.0,,,22
JJ Hickson,FA,F,-,-,-,-,-,-,-1.0,,,22
DeMarre Carroll,FA,F,-,-,-,-,-,-,-1.0,,,22
Jason Terry,FA,G,-,-,-,-,-,-,-1.0,,,22
Luis Scola,FA,F,-,-,-,-,-,-,-1.0,,,22
Charlie Villanueva,FA,F,-,-,-,-,-,-,-1.0,,,22
Nick Collison,FA,C,-,-,-,-,-,-,-1.0,,,22
David West,FA,F,-,-,-,-,-,-,-1.0,,,22
David Lee,FA,F,-,-,-,-,-,-,-1.0,,,22
Jose Calderon,FA,G,-,-,-,-,-,-,-1.0,,,22
Tibor Pleiss,FA,C,-,-,-,-,-,-,-1.0,,,22
Trevor Booker,FA,F,-,-,-,-,-,-,-1.0,,,22
Norris Cole,FA,G,-,-,-,-,-,-,-1.0,,,22
Jordan Hill,FA,F,-,-,-,-,-,-,-1.0,,,22
DeJuan Blair,FA,F,-,-,-,-,-,-,-1.0,,,22
Milos Teodosic,FA,G,-,-,-,-,-,-,-1.0,,,22
Ante Zizic,FA,C,-,-,-,-,-,-,-1.0,,,22
Kyle Wiltjer,FA,F,-,-,-,-,-,-,-1.0,,,22
Dragan Bender,FA,F,-,-,-,-,-,-,-1.0,,,22
Jason Washburn,FA,C,-,-,-,-,-,-,-1.0,,,22
Jarell Eddie,FA,F,-,-,-,-,-,-,-1.0,,,22
John Holland,FA,F,-,-,-,-,-,-,-1.0,,,22
Nick Johnson,FA,G,-,-,-,-,-,-,-1.0,,,22
Jerrelle Benimon,FA,F,-,-,-,-,-,-,-1.0,,,22
Furkan Aldemir,FA,F,-,-,-,-,-,-,-1.0,,,22
Kalin Lucas,FA,G,-,-,-,-,-,-,-1.0,,,22
Iman Shumpert,FA,G,-,-,-,-,-,-,-1.0,,,22
Justin Harper,FA,F,-,-,-,-,-,-,-1.0,,,22
Elliot Williams,FA,G,-,-,-,-,-,-,-1.0,,,22
Timofey Mozgov,FA,C,-,-,-,-,-,-,-1.0,,,22
Tyler Hansbrough,FA,F,-,-,-,-,-,-,-1.0,,,22
Jeff Ayres,FA,F,-,-,-,-,-,-,-1.0,,,22
Evan Turner,FA,F,-,-,-,-,-,-,-1.0,,,22
